Employee ID,Age,Age Group,Attrition,Business Travel,Daily Rate,Department,Distance From Home,Education,Job Involvement,Job Level,Education Field,Employee Count,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Role,Job Satisfaction,Marital Status,Monthly Income,Salary Slab,Monthly Rate,Num Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Performance Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training Time Last Year,Work Life Balance,Years at Company,Years in Current Role
EM946,22,41-50,No,None,980,HR,8,1,2,1,Medical,1,4806,1,Male,87,Sales Executive,2,Single,16384,<5k,10323,1,Yes,No,18,1,3,40,3,10,8,2,26,11
EM947,27,31-40,No,None,683,Sales,48,3,2,4,Medical,1,2233,2,Female,25,Research Scientist,3,Single,13456,15k+,4758,6,Yes,No,22,3,4,40,3,32,9,2,15,4
EM948,36,51+,No,Rarely,163,HR,31,4,3,1,Technical Degree,1,4581,3,Male,27,HR,3,Single,2774,10-15k,2206,1,Yes,Yes,10,1,3,40,3,27,1,4,10,11
EM949,24,41-50,No,None,1324,Sales,4,1,3,5,Life Sciences,1,1308,1,Male,64,Technician,1,Married,4265,15k+,8859,8,Yes,No,19,4,3,40,0,11,3,2,12,18
EM950,58,41-50,No,Rarely,924,HR,14,1,4,3,Marketing,1,1041,2,Female,57,HR,4,Married,14457,5-10k,16232,9,Yes,Yes,24,2,2,40,0,6,3,3,16,11
EM951,43,20-30,No,Frequently,507,Sales,6,4,4,2,Technical Degree,1,2512,2,Female,53,HR,1,Single,11073,15k+,6441,3,Yes,Yes,13,4,1,40,0,20,1,4,2,13
EM952,24,41-50,Yes,None,919,R&D,49,4,1,5,Marketing,1,2404,4,Female,28,HR,2,Married,6838,5-10k,16748,9,Yes,No,15,2,3,40,1,24,14,2,25,10
EM953,42,31-40,No,Rarely,807,Sales,34,4,4,2,Life Sciences,1,3284,4,Male,39,Research Scientist,1,Married,13599,10-15k,15326,2,Yes,Yes,12,3,3,40,3,18,9,2,7,16
EM954,31,41-50,Yes,Frequently,631,HR,8,1,1,4,Life Sciences,1,3941,3,Male,91,HR,2,Single,11697,10-15k,6160,2,Yes,No,15,2,3,40,2,7,8,3,2,7
EM955,51,31-40,No,Frequently,1499,HR,15,2,1,1,Medical,1,4127,4,Male,47,HR,2,Divorced,10507,5-10k,21164,2,Yes,No,19,3,1,40,3,1,6,3,17,0
EM956,59,20-30,No,None,295,HR,1,2,2,3,Other,1,2798,1,Female,95,HR,2,Single,5206,5-10k,19203,0,Yes,No,20,1,2,40,1,12,7,3,4,6
EM957,26,51+,No,Frequently,1399,Sales,7,1,1,3,Life Sciences,1,3914,4,Male,94,HR,2,Divorced,3653,<5k,24256,4,Yes,Yes,24,3,1,40,1,23,15,2,9,12
EM958,32,20-30,No,Rarely,1248,Sales,33,4,4,3,Life Sciences,1,1341,4,Female,65,Technician,1,Married,18586,5-10k,1602,9,Yes,Yes,16,2,3,40,3,8,7,3,6,14
EM959,42,31-40,Yes,None,1099,HR,5,2,1,3,Life Sciences,1,2521,4,Female,43,Research Scientist,1,Divorced,14747,10-15k,21246,3,Yes,Yes,10,3,4,40,2,24,17,4,20,16
EM960,24,51+,No,Frequently,1195,R&D,6,2,4,3,Medical,1,2841,1,Male,81,HR,4,Divorced,15243,15k+,12462,2,Yes,Yes,19,3,4,40,0,8,3,4,3,4
EM961,35,20-30,No,Rarely,775,R&D,37,4,3,4,Medical,1,3978,2,Male,92,Manager,3,Married,7937,15k+,21571,2,Yes,Yes,17,3,2,40,0,31,19,3,4,8
EM962,45,31-40,No,Frequently,204,R&D,39,1,3,4,Technical Degree,1,2717,2,Male,62,Sales Executive,1,Married,15924,10-15k,8379,2,Yes,Yes,21,2,1,40,3,5,13,1,14,16
EM963,36,31-40,No,None,367,Sales,31,1,1,2,Medical,1,1448,2,Male,75,Manager,1,Married,8095,15k+,13484,1,Yes,Yes,13,1,4,40,2,32,15,2,9,13
EM964,45,20-30,No,None,278,Sales,25,2,3,1,Technical Degree,1,2535,1,Female,66,HR,2,Single,17580,15k+,12434,4,Yes,Yes,16,3,2,40,3,23,10,2,10,2
EM965,23,41-50,No,None,358,Sales,28,4,4,3,Marketing,1,1495,2,Female,74,Manager,2,Married,10628,5-10k,4488,9,Yes,No,14,3,4,40,1,33,1,1,17,18
EM966,42,31-40,No,Frequently,526,HR,2,2,3,1,Technical Degree,1,1993,1,Female,32,Technician,1,Single,18128,15k+,3142,2,Yes,No,15,3,3,40,1,12,6,3,9,13
EM967,37,41-50,No,None,752,R&D,40,2,4,1,Medical,1,1777,1,Female,64,Technician,1,Divorced,16530,5-10k,14704,7,Yes,Yes,18,1,2,40,0,7,15,3,22,4
EM968,37,51+,No,Frequently,661,HR,25,4,2,5,Marketing,1,3373,2,Female,28,Technician,3,Married,8583,5-10k,4504,7,Yes,Yes,19,2,2,40,3,13,7,3,20,9
EM969,42,31-40,No,Frequently,1036,Sales,16,2,1,2,Life Sciences,1,2021,1,Male,36,Sales Executive,2,Single,14970,15k+,2001,7,Yes,Yes,21,1,1,40,0,35,3,4,9,16
EM970,28,41-50,No,Frequently,979,R&D,40,3,3,3,Medical,1,3973,1,Male,96,Sales Executive,2,Single,3521,15k+,12795,6,Yes,Yes,21,4,3,40,0,7,7,3,26,3
EM971,43,20-30,Yes,None,272,Sales,20,4,3,1,Other,1,3917,3,Female,75,Research Scientist,4,Married,8444,15k+,1532,7,Yes,Yes,21,2,3,40,0,30,7,1,16,4
EM972,52,31-40,No,Frequently,1387,HR,46,2,4,4,Marketing,1,2311,4,Female,30,Technician,1,Single,7282,15k+,22311,4,Yes,No,23,1,2,40,1,7,5,2,10,8
EM973,33,51+,No,Rarely,126,Sales,30,2,1,4,Other,1,4228,3,Male,21,Research Scientist,3,Divorced,9119,15k+,6520,2,Yes,No,22,2,4,40,3,20,7,4,16,19
EM974,38,51+,No,Frequently,1164,HR,26,1,2,2,Technical Degree,1,4133,3,Female,47,Technician,3,Married,2009,10-15k,16655,8,Yes,Yes,12,2,4,40,2,39,15,2,26,4
EM975,40,51+,No,Rarely,636,Sales,36,4,2,2,Other,1,2674,1,Female,31,Technician,4,Married,13147,5-10k,12210,6,Yes,Yes,15,1,2,40,1,26,5,2,25,7
EM976,51,41-50,No,Frequently,275,R&D,8,1,4,2,Life Sciences,1,4755,2,Male,53,Research Scientist,1,Single,16985,15k+,8961,7,Yes,Yes,24,1,1,40,1,35,13,4,22,9
EM977,26,51+,Yes,None,199,Sales,20,4,2,3,Life Sciences,1,4134,4,Male,93,Research Scientist,2,Married,7672,15k+,15742,3,Yes,Yes,14,4,4,40,0,0,16,4,8,14
EM978,54,20-30,No,Frequently,695,R&D,38,4,3,4,Technical Degree,1,1503,3,Female,76,HR,3,Divorced,3797,15k+,9938,7,Yes,Yes,13,2,1,40,0,14,12,3,24,6
EM979,28,51+,No,Frequently,1045,Sales,44,3,1,1,Marketing,1,4833,1,Male,36,HR,3,Married,4358,10-15k,18773,8,Yes,No,17,4,1,40,2,25,2,3,2,18
EM980,36,20-30,No,None,652,R&D,27,1,3,5,Marketing,1,1199,2,Female,57,Manager,2,Single,13831,<5k,5632,3,Yes,No,21,3,4,40,3,30,8,1,29,19
EM981,36,51+,No,Frequently,1048,Sales,35,2,1,2,Technical Degree,1,4004,3,Female,52,Manager,4,Divorced,16576,<5k,12618,5,Yes,No,13,4,4,40,0,18,4,4,25,6
EM982,24,31-40,Yes,None,1320,Sales,41,3,2,4,Medical,1,1302,2,Male,94,HR,3,Married,16485,10-15k,10906,8,Yes,Yes,20,3,4,40,1,2,12,4,12,12
EM983,38,41-50,No,None,476,R&D,2,4,2,5,Marketing,1,1385,1,Female,70,Sales Executive,2,Divorced,18397,5-10k,19766,3,Yes,Yes,16,1,2,40,2,34,5,4,21,3
EM984,53,31-40,No,Frequently,456,R&D,14,2,1,1,Marketing,1,3919,2,Female,91,Technician,1,Divorced,17147,<5k,16155,6,Yes,Yes,17,2,1,40,3,6,19,3,7,15
EM985,32,31-40,Yes,Rarely,193,HR,5,1,2,4,Marketing,1,2602,2,Male,59,Research Scientist,3,Married,17113,10-15k,13180,3,Yes,No,10,4,2,40,2,3,10,1,29,14
EM986,56,41-50,No,None,916,R&D,20,1,3,4,Technical Degree,1,4556,1,Male,35,Manager,4,Single,2487,<5k,22929,0,Yes,Yes,23,4,2,40,1,38,5,4,5,16
EM987,53,51+,No,Rarely,875,R&D,34,3,2,4,Marketing,1,1086,2,Female,92,Research Scientist,3,Married,15048,5-10k,8458,6,Yes,Yes,14,3,3,40,1,4,13,4,4,8
EM988,43,51+,No,Frequently,156,Sales,10,3,4,5,Medical,1,1708,4,Male,95,HR,2,Married,2607,<5k,22706,8,Yes,No,21,3,2,40,1,8,11,3,4,15
EM989,27,20-30,No,Rarely,1009,R&D,46,4,4,2,Technical Degree,1,3408,4,Female,34,Manager,2,Divorced,7454,<5k,4357,1,Yes,No,12,1,1,40,2,26,6,2,3,18
EM990,47,31-40,No,None,874,HR,37,4,1,1,Technical Degree,1,1114,4,Female,38,Technician,4,Single,15393,10-15k,8774,1,Yes,Yes,16,2,1,40,2,32,15,3,18,2
EM991,25,41-50,No,None,1058,HR,2,2,2,3,Other,1,4994,3,Female,61,Sales Executive,4,Divorced,18748,5-10k,9728,1,Yes,Yes,23,1,2,40,1,17,17,1,12,18
EM992,48,41-50,No,None,1488,HR,12,4,4,3,Medical,1,2160,3,Male,66,HR,4,Single,8084,<5k,18979,4,Yes,Yes,20,1,3,40,3,27,6,3,21,19
EM993,23,31-40,Yes,Frequently,991,R&D,16,4,3,4,Medical,1,3502,1,Female,20,Manager,3,Single,8524,10-15k,18708,6,Yes,Yes,15,3,4,40,2,9,6,4,5,0
EM994,28,51+,Yes,Frequently,1195,Sales,31,3,4,3,Other,1,2132,4,Male,94,Manager,3,Divorced,10775,15k+,5414,3,Yes,Yes,15,2,3,40,0,4,10,3,16,17
EM995,27,31-40,Yes,Frequently,930,Sales,26,1,4,2,Other,1,3201,1,Male,39,Sales Executive,2,Divorced,16202,15k+,19218,2,Yes,No,21,1,4,40,1,29,10,4,8,0
EM996,45,51+,Yes,Rarely,355,R&D,18,1,1,5,Medical,1,1208,4,Male,69,Sales Executive,1,Single,2191,5-10k,15593,0,Yes,No,17,3,2,40,3,2,3,3,11,6
EM997,25,41-50,No,Rarely,298,Sales,8,3,2,1,Marketing,1,2715,1,Female,54,Technician,4,Divorced,17726,5-10k,15351,6,Yes,Yes,18,1,1,40,1,16,10,4,18,12
EM998,35,20-30,No,Frequently,1492,Sales,22,4,4,5,Technical Degree,1,1512,3,Female,20,Manager,3,Married,15793,5-10k,6118,9,Yes,Yes,16,4,2,40,2,22,15,4,3,11
EM999,48,20-30,No,Rarely,362,R&D,18,3,3,2,Marketing,1,3702,3,Female,90,Research Scientist,2,Divorced,7785,<5k,18400,9,Yes,No,16,1,3,40,1,18,15,3,16,16
EM1000,59,51+,No,None,203,R&D,12,3,1,5,Other,1,4999,2,Male,71,Technician,3,Married,3002,10-15k,16484,2,Yes,No,23,3,4,40,0,39,19,1,8,8
EM1001,36,31-40,Yes,None,375,R&D,48,3,2,3,Medical,1,2915,4,Male,36,Research Scientist,1,Divorced,6843,15k+,8444,3,Yes,Yes,18,3,4,40,3,22,15,4,24,18
EM1002,35,31-40,No,None,242,R&D,31,2,1,5,Marketing,1,2890,2,Female,50,Technician,2,Married,7874,5-10k,13031,8,Yes,Yes,22,4,4,40,0,24,11,2,21,3
EM1003,33,41-50,No,None,767,R&D,14,3,1,2,Medical,1,4008,3,Female,31,HR,3,Divorced,19906,<5k,15514,2,Yes,No,15,1,3,40,2,14,2,2,14,6
EM1004,44,20-30,No,Frequently,236,Sales,28,2,1,5,Life Sciences,1,1923,3,Female,81,Research Scientist,1,Married,2655,<5k,19743,5,Yes,Yes,17,4,2,40,2,26,18,2,25,12
EM1005,20,20-30,No,Frequently,1444,R&D,46,2,1,4,Other,1,3739,1,Male,29,HR,2,Single,15660,<5k,10171,5,Yes,No,17,4,4,40,1,38,9,2,26,7
EM1006,37,31-40,Yes,None,930,HR,6,4,4,1,Technical Degree,1,4827,2,Female,60,Sales Executive,2,Married,14956,5-10k,5346,4,Yes,No,16,3,2,40,0,23,8,2,3,4
EM1007,33,31-40,No,Rarely,979,HR,1,3,1,2,Medical,1,3306,2,Female,30,Sales Executive,4,Married,3957,10-15k,5894,2,Yes,Yes,15,2,1,40,0,32,1,3,17,10
EM1008,57,31-40,No,None,314,Sales,19,4,1,5,Technical Degree,1,1146,4,Female,38,HR,2,Divorced,11095,15k+,6864,4,Yes,No,24,1,3,40,3,33,2,2,14,17
EM1009,28,20-30,Yes,Rarely,280,Sales,43,2,2,4,Technical Degree,1,3252,3,Female,40,Research Scientist,2,Single,18582,5-10k,22988,0,Yes,No,17,2,2,40,0,21,0,3,22,5
EM1010,37,31-40,Yes,Rarely,1378,R&D,32,4,1,1,Marketing,1,4932,3,Male,47,Manager,2,Divorced,15338,10-15k,10809,3,Yes,No,15,3,1,40,0,36,16,4,3,3
EM1011,49,31-40,Yes,Rarely,129,R&D,5,1,3,2,Medical,1,1399,3,Female,82,Technician,2,Single,16054,15k+,3996,8,Yes,No,17,4,2,40,1,12,8,2,20,10
EM1012,21,20-30,No,Frequently,337,R&D,48,1,4,2,Life Sciences,1,4998,2,Male,25,Sales Executive,1,Divorced,9126,<5k,6371,3,Yes,Yes,14,1,3,40,2,28,5,3,25,15
EM1013,38,31-40,Yes,None,1227,R&D,19,1,3,2,Marketing,1,3475,1,Female,44,HR,1,Married,4435,15k+,11566,7,Yes,No,23,1,2,40,1,35,1,4,10,7
EM1014,36,31-40,No,Rarely,1245,HR,19,3,1,5,Life Sciences,1,3771,4,Male,28,Manager,2,Single,10217,<5k,7568,0,Yes,No,22,4,2,40,2,16,14,2,24,3
EM1015,49,41-50,No,None,1250,R&D,36,2,4,2,Marketing,1,4291,1,Female,34,Technician,1,Single,13717,<5k,5467,1,Yes,Yes,15,1,4,40,3,36,8,1,25,13
EM1016,55,31-40,No,Rarely,160,HR,2,4,3,1,Marketing,1,1624,2,Male,27,HR,3,Married,18754,<5k,17107,6,Yes,Yes,13,4,2,40,1,1,19,1,21,11
EM1017,44,41-50,No,None,1395,Sales,3,3,2,4,Life Sciences,1,1810,1,Male,90,Research Scientist,3,Divorced,18301,<5k,18279,0,Yes,Yes,14,1,2,40,0,24,16,2,24,14
EM1018,48,41-50,Yes,Rarely,1427,R&D,4,2,4,5,Medical,1,2271,3,Female,70,Technician,3,Single,19225,<5k,20695,2,Yes,Yes,24,3,1,40,0,15,4,1,20,0
EM1019,30,51+,Yes,None,448,Sales,42,4,3,4,Marketing,1,3773,2,Male,45,Technician,2,Married,12251,10-15k,3192,1,Yes,Yes,10,3,3,40,2,26,16,3,20,16
EM1020,27,51+,Yes,Frequently,749,R&D,37,1,1,3,Medical,1,3237,3,Female,65,Research Scientist,4,Divorced,13264,5-10k,11803,2,Yes,No,10,3,4,40,3,0,19,1,20,19
EM1021,57,41-50,Yes,Rarely,187,R&D,34,3,3,2,Marketing,1,3623,3,Female,95,Technician,1,Divorced,12007,15k+,18927,6,Yes,No,16,4,1,40,1,35,11,1,22,7
EM1022,24,41-50,Yes,Rarely,408,Sales,26,1,4,1,Other,1,4048,2,Female,79,Sales Executive,1,Divorced,10859,15k+,16170,8,Yes,No,10,3,1,40,3,25,12,4,10,16
EM1023,55,51+,Yes,Frequently,788,HR,38,2,2,3,Other,1,2189,2,Male,28,Technician,4,Single,17994,5-10k,11040,2,Yes,Yes,17,2,1,40,1,13,17,2,29,13
EM1024,44,51+,No,None,1458,Sales,16,2,4,4,Technical Degree,1,1189,1,Female,36,Manager,2,Married,15011,10-15k,21613,8,Yes,No,24,1,4,40,3,32,10,3,3,12
EM1025,24,20-30,Yes,Frequently,160,R&D,31,3,3,5,Other,1,1301,3,Female,86,Sales Executive,4,Divorced,12838,15k+,1320,0,Yes,Yes,14,4,3,40,0,38,9,1,17,13
EM1026,29,20-30,Yes,Frequently,1479,R&D,31,2,3,2,Medical,1,3993,3,Male,55,HR,1,Married,9641,5-10k,17497,8,Yes,Yes,23,1,1,40,2,31,14,4,22,14
EM1027,30,20-30,No,None,894,HR,40,3,4,3,Technical Degree,1,3408,3,Male,29,Sales Executive,2,Single,12197,<5k,17514,1,Yes,Yes,18,3,1,40,0,25,2,4,4,3
EM1028,25,41-50,Yes,Frequently,628,R&D,36,1,3,3,Other,1,3581,2,Male,30,HR,1,Single,13279,5-10k,5696,5,Yes,Yes,22,3,4,40,3,20,3,3,23,11
EM1029,46,31-40,No,Frequently,433,R&D,23,2,4,2,Technical Degree,1,3852,4,Male,42,Technician,1,Married,14151,15k+,17603,3,Yes,Yes,15,1,3,40,3,29,16,1,27,13
EM1030,31,31-40,Yes,Frequently,1352,Sales,37,2,3,2,Marketing,1,2919,2,Female,66,Manager,4,Divorced,17234,<5k,12327,3,Yes,Yes,19,4,3,40,1,37,14,2,27,6
EM1031,42,41-50,No,Rarely,1496,R&D,30,2,4,4,Medical,1,3833,3,Female,25,Manager,2,Married,15725,<5k,24095,3,Yes,No,14,4,3,40,2,35,0,1,3,10
EM1032,42,31-40,Yes,Rarely,408,HR,10,3,1,2,Medical,1,2583,3,Female,76,Sales Executive,2,Married,4935,10-15k,15694,0,Yes,No,10,3,1,40,2,27,8,1,14,15
EM1033,44,31-40,No,Frequently,1228,R&D,27,1,4,5,Other,1,1706,1,Male,31,Research Scientist,4,Single,16710,10-15k,12187,7,Yes,No,18,4,3,40,3,18,7,4,0,19
EM1034,28,31-40,No,Rarely,1120,HR,3,2,3,3,Medical,1,4536,1,Male,87,Manager,4,Married,12664,15k+,23781,7,Yes,Yes,20,1,3,40,3,9,12,3,11,4
EM1035,49,20-30,No,Rarely,716,HR,5,3,4,1,Life Sciences,1,3262,4,Male,93,HR,4,Married,7077,<5k,4865,1,Yes,Yes,20,2,1,40,3,16,12,2,6,9
EM1036,39,20-30,Yes,None,327,Sales,34,2,3,3,Life Sciences,1,1384,1,Female,36,Technician,4,Married,18110,10-15k,17479,2,Yes,Yes,20,4,3,40,3,17,3,2,7,7
EM1037,42,41-50,Yes,None,143,R&D,1,2,3,1,Other,1,2109,2,Male,97,HR,2,Divorced,19410,15k+,7717,6,Yes,Yes,15,3,1,40,0,0,11,1,24,0
EM1038,20,20-30,No,None,1055,HR,38,2,3,1,Life Sciences,1,3513,2,Female,67,Sales Executive,2,Married,17401,10-15k,1740,8,Yes,Yes,23,4,1,40,3,6,5,3,12,16
EM1039,38,31-40,No,Rarely,1198,Sales,1,1,2,2,Marketing,1,1916,4,Male,35,Sales Executive,4,Single,13203,<5k,20138,5,Yes,No,20,4,4,40,0,22,15,1,19,18
EM1040,48,31-40,No,Rarely,1465,Sales,33,3,1,1,Marketing,1,1219,4,Male,99,Research Scientist,1,Married,10981,<5k,20839,2,Yes,No,23,2,1,40,1,39,7,3,3,1
EM1041,22,51+,Yes,None,1186,HR,23,2,2,3,Other,1,3662,3,Male,42,Manager,3,Divorced,6044,5-10k,16712,2,Yes,Yes,23,1,2,40,1,35,1,3,15,14
EM1042,54,51+,Yes,None,1092,R&D,10,2,3,2,Medical,1,1973,2,Male,31,Technician,3,Married,10878,15k+,14973,4,Yes,No,23,2,2,40,0,18,4,3,22,5
EM1043,28,41-50,Yes,None,233,R&D,48,4,1,2,Technical Degree,1,1231,4,Female,80,Sales Executive,2,Divorced,18572,5-10k,4069,2,Yes,Yes,14,1,3,40,3,18,16,4,27,14
EM1044,22,20-30,No,None,620,Sales,29,1,2,5,Marketing,1,4010,3,Male,21,Research Scientist,1,Single,15411,5-10k,22169,4,Yes,Yes,19,1,4,40,3,39,19,4,15,15
EM1045,34,31-40,No,None,1260,HR,5,1,3,1,Technical Degree,1,3154,4,Male,83,Technician,1,Single,6154,15k+,15687,9,Yes,No,15,3,1,40,1,11,10,1,23,9
EM1046,26,41-50,Yes,None,670,HR,42,2,4,3,Life Sciences,1,3601,4,Female,47,Research Scientist,3,Single,15924,15k+,13613,2,Yes,Yes,14,1,4,40,2,24,16,2,5,17
EM1047,24,31-40,No,Rarely,458,HR,39,4,2,1,Medical,1,2786,2,Male,48,Technician,2,Married,4905,10-15k,6565,9,Yes,No,24,2,1,40,3,23,6,4,0,18
EM1048,25,41-50,No,Frequently,185,Sales,33,2,1,4,Technical Degree,1,4346,2,Female,85,HR,4,Married,18212,15k+,5369,5,Yes,No,21,3,3,40,0,28,3,2,15,18
EM1049,54,20-30,No,Rarely,243,R&D,23,3,4,2,Medical,1,2441,3,Male,60,Manager,1,Single,6850,5-10k,12172,6,Yes,No,24,2,1,40,0,8,14,2,17,8
EM1050,39,31-40,Yes,Rarely,551,R&D,12,2,2,2,Medical,1,1702,1,Male,45,HR,1,Married,13114,5-10k,23706,4,Yes,Yes,16,3,1,40,0,39,9,3,11,11
EM1051,56,20-30,No,Rarely,522,R&D,8,3,3,2,Life Sciences,1,3853,1,Male,90,Manager,4,Married,8825,5-10k,8358,3,Yes,No,12,2,2,40,3,37,0,3,17,18
EM1052,27,51+,No,None,1113,HR,10,1,1,1,Medical,1,1008,4,Male,84,Sales Executive,1,Single,11754,10-15k,23762,9,Yes,Yes,20,2,3,40,3,0,11,3,19,1
EM1053,20,20-30,Yes,Frequently,1393,R&D,5,3,4,4,Other,1,3556,3,Male,65,Technician,4,Single,13034,5-10k,10844,5,Yes,No,18,1,2,40,2,35,14,4,7,15
EM1054,33,51+,Yes,None,971,HR,28,4,1,4,Other,1,1929,3,Male,26,Manager,1,Divorced,8388,15k+,23550,1,Yes,Yes,19,3,1,40,0,29,1,1,20,2
EM1055,41,31-40,No,Frequently,995,HR,13,4,1,3,Marketing,1,1305,3,Female,24,Manager,2,Married,19628,5-10k,16111,5,Yes,Yes,10,4,2,40,1,35,4,2,9,8
EM1056,28,51+,No,Rarely,1362,HR,14,1,2,1,Marketing,1,1723,4,Male,20,Research Scientist,1,Divorced,2830,10-15k,16917,0,Yes,Yes,10,1,2,40,3,0,11,1,23,2
EM1057,29,51+,No,None,1235,Sales,20,3,1,2,Medical,1,3474,3,Male,28,Research Scientist,3,Married,13838,5-10k,3645,4,Yes,Yes,16,2,4,40,3,20,8,3,9,3
EM1058,53,31-40,Yes,Frequently,680,Sales,15,4,3,3,Marketing,1,1826,2,Male,59,HR,2,Married,19900,5-10k,1229,2,Yes,No,24,3,2,40,3,11,19,4,12,7
EM1059,39,51+,No,None,177,R&D,10,4,4,4,Medical,1,1040,3,Female,60,HR,1,Single,7591,5-10k,2242,5,Yes,Yes,11,2,3,40,2,30,1,1,11,7
EM1060,32,31-40,No,Rarely,453,R&D,37,4,1,5,Other,1,3364,1,Male,35,Manager,4,Married,15877,15k+,17463,8,Yes,No,24,4,3,40,1,24,14,3,2,6
EM1061,53,51+,No,Frequently,1333,HR,5,1,2,5,Technical Degree,1,1613,3,Female,38,Technician,3,Divorced,6810,<5k,16202,9,Yes,No,23,3,1,40,0,26,5,3,26,3
EM1062,23,31-40,No,Rarely,535,Sales,11,1,1,4,Technical Degree,1,1209,2,Male,93,HR,2,Single,8863,5-10k,3698,1,Yes,No,15,1,1,40,0,14,16,1,29,12
EM1063,50,51+,Yes,Rarely,423,HR,40,4,4,2,Marketing,1,2519,1,Male,55,Technician,1,Divorced,16273,<5k,12211,4,Yes,No,13,1,2,40,3,18,3,1,14,16
EM1064,29,51+,Yes,Frequently,657,Sales,13,1,1,5,Medical,1,4749,4,Male,56,HR,3,Single,17122,5-10k,2862,3,Yes,Yes,19,2,2,40,2,24,3,3,22,14
EM1065,46,41-50,Yes,None,1424,Sales,12,4,1,1,Technical Degree,1,1679,3,Female,91,HR,3,Divorced,13630,15k+,18809,2,Yes,Yes,17,3,2,40,3,22,3,1,10,5
EM1066,39,31-40,Yes,None,877,HR,34,1,4,1,Life Sciences,1,1074,2,Female,74,Research Scientist,2,Married,13891,5-10k,21384,5,Yes,Yes,14,4,3,40,2,26,6,3,24,0
EM1067,56,20-30,No,Frequently,636,Sales,35,3,3,3,Medical,1,2864,3,Female,53,Research Scientist,4,Divorced,7940,5-10k,20682,7,Yes,No,20,1,3,40,3,19,0,4,27,1
EM1068,37,31-40,No,None,1033,HR,11,2,4,1,Marketing,1,4470,1,Female,58,Technician,4,Divorced,17965,15k+,23212,2,Yes,No,14,2,2,40,1,39,7,4,11,2
EM1069,28,20-30,Yes,Rarely,901,R&D,17,1,2,3,Other,1,4561,1,Male,65,Sales Executive,4,Married,7627,<5k,18931,0,Yes,Yes,19,3,1,40,0,26,3,1,5,12
EM1070,33,51+,No,None,340,Sales,18,3,4,1,Medical,1,2505,2,Female,51,Research Scientist,3,Divorced,6790,<5k,10890,4,Yes,Yes,12,3,2,40,0,13,11,2,26,7
EM1071,35,20-30,No,None,919,R&D,43,3,2,1,Marketing,1,3390,1,Male,91,Technician,3,Married,17194,<5k,18969,9,Yes,Yes,22,4,4,40,3,17,11,1,29,19
EM1072,25,41-50,Yes,Rarely,1294,HR,15,4,4,5,Technical Degree,1,2036,1,Male,80,Technician,2,Married,17207,5-10k,5468,2,Yes,Yes,24,4,1,40,3,6,11,4,11,6
EM1073,45,41-50,No,Rarely,1333,R&D,47,4,2,1,Life Sciences,1,2903,2,Male,34,HR,4,Divorced,15593,10-15k,2606,1,Yes,Yes,18,1,2,40,2,20,10,4,14,4
EM1074,21,51+,Yes,None,151,Sales,21,4,2,4,Medical,1,1526,4,Female,29,Technician,2,Married,5642,10-15k,11365,8,Yes,Yes,15,4,4,40,1,22,7,4,1,12
EM1075,23,51+,Yes,None,821,HR,39,3,3,3,Medical,1,1455,3,Male,38,Research Scientist,3,Married,5083,<5k,16623,2,Yes,No,24,1,1,40,0,21,7,4,28,4
EM1076,33,51+,No,Rarely,115,Sales,48,2,4,1,Life Sciences,1,3395,4,Male,47,Sales Executive,4,Divorced,10704,10-15k,11138,2,Yes,Yes,10,4,3,40,2,12,3,4,0,9
EM1077,31,20-30,No,None,1424,Sales,29,3,3,3,Other,1,1391,3,Male,97,Sales Executive,2,Divorced,7307,10-15k,19810,2,Yes,Yes,23,1,1,40,0,17,17,4,11,7
EM1078,41,20-30,Yes,None,1446,HR,25,4,2,4,Medical,1,4079,2,Female,45,HR,4,Single,4329,5-10k,3244,9,Yes,Yes,12,1,3,40,1,17,19,2,6,13
EM1079,23,20-30,Yes,Rarely,1269,Sales,28,3,3,2,Technical Degree,1,4119,4,Female,51,Sales Executive,3,Single,5320,15k+,13934,2,Yes,No,10,2,1,40,0,3,17,2,22,12
EM1080,40,41-50,No,None,851,Sales,33,1,4,1,Marketing,1,1294,2,Male,58,Technician,4,Married,7919,<5k,2877,9,Yes,No,10,2,4,40,1,24,7,2,19,16
EM1081,28,31-40,No,Frequently,335,HR,37,4,4,3,Technical Degree,1,2215,4,Male,29,Manager,2,Divorced,16926,5-10k,24225,5,Yes,No,19,1,2,40,1,3,10,2,10,16
EM1082,41,41-50,No,Frequently,1339,R&D,24,4,4,4,Technical Degree,1,2344,1,Male,49,Technician,3,Married,13399,<5k,19281,9,Yes,No,15,2,3,40,3,1,4,3,17,17
EM1083,54,20-30,Yes,Frequently,1265,HR,44,3,4,4,Technical Degree,1,4636,1,Female,57,Manager,4,Married,8805,<5k,5191,0,Yes,Yes,17,3,1,40,3,17,1,2,12,17
EM1084,44,31-40,Yes,Frequently,241,Sales,1,4,4,2,Marketing,1,4101,1,Male,57,Manager,2,Married,13601,<5k,10200,1,Yes,Yes,16,4,3,40,0,38,14,2,26,7
EM1085,43,51+,No,None,240,R&D,8,1,4,1,Life Sciences,1,3053,1,Female,94,Research Scientist,4,Married,4956,<5k,13284,9,Yes,Yes,16,2,3,40,0,16,15,1,18,4
